JobTitle,JobCategory,Salary,Location,SkillsRequired,JobSummary
Web Developer,Technology and Data,£25000,Leeds,"['APIs', 'Version Control', 'Big Data Technologies']","Build and maintain websites and web applications. You will have to be proficient in HTML, CSS and JavaScript."
Pharmaceutical Sales Representative,Engineering and Science,£22000,Manchester,"['Project Management Software', 'Engineering Design', 'CAD Software']",Promote and sell pharmaceutical products to healthcare professionals by providing product information and building relationships with clients.
Teacher,Administrative,£23000,Leeds,"['Organisational Skills', 'Conflict Resolution', 'Leadership']","Plan and deliver educational lessons to students. You will develop lesson plans, assess student performance, and provide effective feedback."
Sales Executive,Marketing and Creative,£27000,Nottingham,"['Market Research', 'PPC Advertising', 'Analytics']",Must be able to develop and execute sales strategies to meet business objectives.
Corporate Finance Analyst,Finance and Business,£32000,Sheffield,"['Business Strategy', 'Financial Modeling', 'Quantitative Analysis']","Support corporate finance activities including budgeting, forecasting, and financial planning."
Supply Chain Analyst,Finance and Business,£35000,Leeds,"['Budgeting', 'Financial Forecasting', 'Project Management']",You will be asked to analyse and optimise supply chain processes to improve efficiency and reduce costs.
Supply Chain Analyst,Finance and Business,£27000,Sheffield,"['Budgeting', 'Regulatory Compliance', 'Reporting']",You will be asked to analyse and optimise supply chain processes to improve efficiency and reduce costs.
Web Developer,Technology and Data,£33000,Cambridge,"['Version Control', 'Machine Learning', 'JavaScript']","Build and maintain websites and web applications. You will have to be proficient in HTML, CSS and JavaScript."
Nurse,Administrative,£31000,Nottingham,"['Client Management', 'Compliance Management', 'Onboarding']","Provide medical care and support to patients. Duties include conducting medical assessments, administering treatments, and collaborating with healthcare professionals."
Business Development Executive,Finance and Business,£28000,Liverpool,"['Budgeting', 'Project Management', 'Business Strategy']","Identify and develop new business opportunities to drive growth, and build relationships with clients and partners to expand the business."
Financial Analyst,Finance and Business,£23000,Birmingham,"['Analytical Skills', 'Risk Assessment', 'Financial Reporting']","Analyse financial data and create reports to support business decisions, and then develop financial models and forecasts to assess performance."
Electrical Engineer,Engineering and Science,£25000,Cambridge,"['Prototyping', 'Statistical Analysis', 'Engineering Design']",Design and implement electrical systems and components for working on projects involving power generation and electronics.
Software Developer,Technology and Data,£32000,Manchester,"['Problem Solving', 'APIs', 'Machine Learning']","Develop and maintain software applications and systems, and write clean code in languages such as Python and JavaScript."
Legal Assistant,Administrative,£30000,London,"['Training and Development', 'HR Information Systems', 'Employee Relations']",Provide administrative support to legal teams and assist with legal research and document preparation
Content Writer,Marketing and Creative,£34000,London,"['Brand Strategy', 'Content Management Systems', 'Adobe Creative Suite']","Create engaging written content for various platforms, including blogs, websites, and various social media platforms."
Business Analyst,Finance and Business,£29000,Nottingham,"['Business Strategy', 'Excel', 'Financial Analysis']",Identify business needs and develop solutions to enhance processes and operations.
Risk Analyst,Finance and Business,£26000,Cambridge,"['Excel', 'Financial Reporting', 'Regulatory Compliance']",You must be able to identify and assess potential risks to the organisation.
Health and Safety Advisor,Engineering and Science,£21000,Leeds,"['Project Management Software', 'CAD Software', 'Mechanical Design']",Develop and implement health and safety policies; conducting risk assessments and ensuring compliance with safety regulations.
Product Designer,Marketing and Creative,£23000,Sheffield,"['User Research', 'SEO Optimisation', 'Google Analytics']","Design and develop new products, from concept to production. You will work on product specifications and testing."
Nurse,Administrative,£33000,Liverpool,"['Talent Acquisition', 'Conflict Resolution', 'HR Information Systems']","Provide medical care and support to patients. Duties include conducting medical assessments, administering treatments, and collaborating with healthcare professionals."
Teacher,Administrative,£24000,Birmingham,"['Communication', 'Office Management', 'Payroll Management']","Plan and deliver educational lessons to students. You will develop lesson plans, assess student performance, and provide effective feedback."
Nurse,Administrative,£32000,Newcastle,"['Conflict Resolution', 'Onboarding', 'HR Information Systems']","Provide medical care and support to patients. Duties include conducting medical assessments, administering treatments, and collaborating with healthcare professionals."
Nurse,Administrative,£21000,Newcastle,"['Conflict Resolution', 'Compliance Management', 'Talent Acquisition']","Provide medical care and support to patients. Duties include conducting medical assessments, administering treatments, and collaborating with healthcare professionals."
Mechanical Engineer,Engineering and Science,£22000,Newcastle,"['Technical Writing', 'Project Management Software', 'Product Development']","Design machinery and equipment, and troubleshoot engineering issues."
Health and Safety Advisor,Engineering and Science,£20000,Leeds,"['Simulation Software', 'Problem Solving', 'Finite Element Analysis']",Develop and implement health and safety policies; conducting risk assessments and ensuring compliance with safety regulations.
Investment Banking Analyst,Finance and Business,£27000,Sheffield,"['Quantitative Analysis', 'Bookkeeping', 'Financial Reporting']",You will assist in the evaluation of investment opportunities and financial transactions. You must also be proficient in conducting market research and financial modeling.
Electrical Engineer,Engineering and Science,£25000,Newcastle,"['Data Analysis', 'Regulatory Compliance', 'Statistical Analysis']",Design and implement electrical systems and components for working on projects involving power generation and electronics.
Electrical Engineer,Engineering and Science,£27000,Nottingham,"['Research Methodology', 'CAD Software', 'Lab Techniques']",Design and implement electrical systems and components for working on projects involving power generation and electronics.
Quantity Surveyor,Engineering and Science,£21000,Leeds,"['Mechanical Design', 'Simulation Software', 'Regulatory Compliance']","Manage costs and budgets for construction projects. Conduct cost estimation, financial reporting, and contract administration."
Teacher,Administrative,£29000,Newcastle,"['Conflict Resolution', 'Performance Appraisal Systems', 'Talent Acquisition']","Plan and deliver educational lessons to students. You will develop lesson plans, assess student performance, and provide effective feedback."
Health and Safety Advisor,Engineering and Science,£20000,Liverpool,"['Lab Techniques', 'Research Methodology', 'CAD Software']",Develop and implement health and safety policies; conducting risk assessments and ensuring compliance with safety regulations.
Engineering Graduate,Engineering and Science,£30000,Newcastle,"['Lab Techniques', 'Technical Writing', 'Statistical Analysis']",Assist in engineering projects and gain hands-on experience by supporting senior engineers in design and testing.
Audit Associate,Finance and Business,£24000,Sheffield,"['Reporting', 'Business Strategy', 'Excel']",Perform internal audits to ensure compliance with regulations and standards. You will also be able to review financial records and assess internal controls.
Social Media Manager,Marketing and Creative,£21000,Bristol,"['Content Creation', 'Campaign Management', 'Adobe Creative Suite']","Manage social media accounts and create content to engage with followers, and also analyse social media metrics and develop strategies for growth."
Digital Marketing Specialist,Marketing and Creative,£35000,Sheffield,"['Brand Strategy', 'Content Creation', 'Digital Marketing']","Implement digital marketing strategies, including SEO, PPC, and social media."
Engineering Graduate,Engineering and Science,£22000,Leeds,"['Problem Solving', 'Mechanical Design', 'Project Management Software']",Assist in engineering projects and gain hands-on experience by supporting senior engineers in design and testing.
Web Developer,Technology and Data,£32000,Newcastle,"['Data Warehousing', 'Machine Learning', 'SQL']","Build and maintain websites and web applications. You will have to be proficient in HTML, CSS and JavaScript."
Corporate Finance Analyst,Finance and Business,£30000,London,"['Budgeting', 'Financial Reporting', 'Financial Forecasting']","Support corporate finance activities including budgeting, forecasting, and financial planning."
Technical Support Engineer,Technology and Data,£34000,Newcastle,"['SQL', 'Problem Solving', 'Big Data Technologies']","You should be able to diagnose and resolve technical issues, providing support to clients and customers."
Quantity Surveyor,Engineering and Science,£27000,Nottingham,"['Technical Writing', 'Regulatory Compliance', 'Engineering Design']","Manage costs and budgets for construction projects. Conduct cost estimation, financial reporting, and contract administration."
Human Resources Assistant,Administrative,£28000,Birmingham,"['Onboarding', 'Organisational Skills', 'Leadership']","Support HR functions including recruitment, employee relations, and record-keeping."
Digital Marketing Specialist,Marketing and Creative,£23000,London,"['Graphic Design', 'User Research', 'Digital Marketing']","Implement digital marketing strategies, including SEO, PPC, and social media."
Quantity Surveyor,Engineering and Science,£24000,Birmingham,"['CAD Software', 'Engineering Design', 'Finite Element Analysis']","Manage costs and budgets for construction projects. Conduct cost estimation, financial reporting, and contract administration."
Software Developer,Technology and Data,£23000,Bristol,"['Cloud Computing', 'Version Control', 'JavaScript']","Develop and maintain software applications and systems, and write clean code in languages such as Python and JavaScript."
Marketing Executive,Marketing and Creative,£22000,Sheffield,"['Adobe Creative Suite', 'User Research', 'Graphic Design']","Plan and execute marketing campaigns to promote products and services, through analysing market trends and tracking campaign performance."
IT Support Specialist,Technology and Data,£30000,Nottingham,"['Django', 'Problem Solving', 'Version Control']",You will have to provide technical support and troubleshooting for hardware and software issues.
Nurse,Administrative,£31000,Sheffield,"['Communication', 'Compliance Management', 'Onboarding']","Provide medical care and support to patients. Duties include conducting medical assessments, administering treatments, and collaborating with healthcare professionals."
Content Writer,Marketing and Creative,£25000,Sheffield,"['Brand Strategy', 'Content Management Systems', 'Digital Marketing']","Create engaging written content for various platforms, including blogs, websites, and various social media platforms."
Civil Engineer,Engineering and Science,£33000,Newcastle,"['Data Analysis', 'Research Methodology', 'Technical Writing']","Design and oversee construction projects such as roads and bridges, ensuring compliance with safety regulations and environmental standards."
Mechanical Engineer,Engineering and Science,£34000,Cambridge,"['CAD Software', 'Mechanical Design', 'Project Management Software']","Design machinery and equipment, and troubleshoot engineering issues."
Supply Chain Analyst,Finance and Business,£21000,Newcastle,"['Market Research', 'Reporting', 'Quantitative Analysis']",You will be asked to analyse and optimise supply chain processes to improve efficiency and reduce costs.
Data Analyst,Technology and Data,£29000,Liverpool,"['Data Warehousing', 'APIs', 'Machine Learning']","Analyse and interpret complex data sets to help organisations make informed decisions, utilising tools like SQL and other data sorting software."
Research Scientist,Engineering and Science,£31000,Bristol,"['Problem Solving', 'Regulatory Compliance', 'Simulation Software']",Conduct experiments and analyse data to advance scientific knowledge. You must be specialised in areas such as biology or physics.
Management Consultant,Administrative,£24000,Birmingham,"['Payroll Management', 'Conflict Resolution', 'Office Management']",Analyse organisational practices and develop strategies to improve efficiency and effectiveness; then be able to provide recommendations for business improvements.
Teacher,Administrative,£34000,London,"['Payroll Management', 'Recruitment', 'Training and Development']","Plan and deliver educational lessons to students. You will develop lesson plans, assess student performance, and provide effective feedback."
Mechanical Engineer,Engineering and Science,£28000,Sheffield,"['Data Analysis', 'Simulation Software', 'Prototyping']","Design machinery and equipment, and troubleshoot engineering issues."
Social Media Manager,Marketing and Creative,£32000,Newcastle,"['Email Marketing', 'Brand Strategy', 'Analytics']","Manage social media accounts and create content to engage with followers, and also analyse social media metrics and develop strategies for growth."
Health and Safety Advisor,Engineering and Science,£21000,Manchester,"['Regulatory Compliance', 'Data Analysis', 'Prototyping']",Develop and implement health and safety policies; conducting risk assessments and ensuring compliance with safety regulations.
Graphic Designer,Marketing and Creative,£26000,London,"['Social Media Marketing', 'Analytics', 'SEO Optimisation']",Design visual assets for print and digital media. You must be proficient in design software such as Adobe Photoshop and Illustrator.
Business Development Executive,Finance and Business,£35000,Manchester,"['Financial Modeling', 'Reporting', 'Financial Reporting']","Identify and develop new business opportunities to drive growth, and build relationships with clients and partners to expand the business."
Legal Assistant,Administrative,£34000,London,"['Payroll Management', 'Communication', 'Compliance Management']",Provide administrative support to legal teams and assist with legal research and document preparation
Event Coordinator,Marketing and Creative,£31000,Newcastle,"['Market Research', 'Analytics', 'Social Media Marketing']","Plan and execute events, ensuring all aspects run smoothly, managing event logistics and budgets."
Risk Analyst,Finance and Business,£26000,Liverpool,"['Reporting', 'Analytical Skills', 'Bookkeeping']",You must be able to identify and assess potential risks to the organisation.
Management Consultant,Administrative,£22000,Birmingham,"['Leadership', 'Onboarding', 'Employee Relations']",Analyse organisational practices and develop strategies to improve efficiency and effectiveness; then be able to provide recommendations for business improvements.
Sales Executive,Marketing and Creative,£21000,Nottingham,"['Email Marketing', 'Brand Strategy', 'Campaign Management']",Must be able to develop and execute sales strategies to meet business objectives.
Digital Marketing Specialist,Marketing and Creative,£31000,Sheffield,"['Campaign Management', 'User Research', 'Content Creation']","Implement digital marketing strategies, including SEO, PPC, and social media."
Event Coordinator,Marketing and Creative,£21000,London,"['Adobe Creative Suite', 'Campaign Management', 'Graphic Design']","Plan and execute events, ensuring all aspects run smoothly, managing event logistics and budgets."
UI Designer,Technology and Data,£32000,Sheffield,"['Docker', 'SQL', 'Django']","Create user-friendly interfaces and enhance user experience for websites and applications, expertise in design tools like Sketch and Adobe XD is necessaary."
Systems Analyst,Technology and Data,£22000,Nottingham,"['Data Warehousing', 'Docker', 'Version Control']",Evaluate and improve computer systems to enhance efficiency.
Nurse,Administrative,£34000,Birmingham,"['HR Information Systems', 'Office Management', 'Employee Relations']","Provide medical care and support to patients. Duties include conducting medical assessments, administering treatments, and collaborating with healthcare professionals."
Sales Executive,Marketing and Creative,£32000,London,"['Campaign Management', 'Social Media Marketing', 'Adobe Creative Suite']",Must be able to develop and execute sales strategies to meet business objectives.
Investment Banking Analyst,Finance and Business,£22000,Manchester,"['Financial Forecasting', 'Regulatory Compliance', 'Business Strategy']",You will assist in the evaluation of investment opportunities and financial transactions. You must also be proficient in conducting market research and financial modeling.
Teacher,Administrative,£30000,Nottingham,"['Payroll Management', 'Conflict Resolution', 'Office Management']","Plan and deliver educational lessons to students. You will develop lesson plans, assess student performance, and provide effective feedback."
Civil Engineer,Engineering and Science,£31000,Leeds,"['Mechanical Design', 'Engineering Design', 'Data Analysis']","Design and oversee construction projects such as roads and bridges, ensuring compliance with safety regulations and environmental standards."
Supply Chain Analyst,Finance and Business,£24000,Cambridge,"['Budgeting', 'Financial Forecasting', 'Quantitative Analysis']",You will be asked to analyse and optimise supply chain processes to improve efficiency and reduce costs.
Technical Support Engineer,Technology and Data,£22000,Cambridge,"['Version Control', 'Data Analysis', 'Problem Solving']","You should be able to diagnose and resolve technical issues, providing support to clients and customers."
Human Resources Assistant,Administrative,£28000,Newcastle,"['Communication', 'Talent Acquisition', 'HR Information Systems']","Support HR functions including recruitment, employee relations, and record-keeping."
Audit Associate,Finance and Business,£26000,Cambridge,"['Market Research', 'Bookkeeping', 'Financial Analysis']",Perform internal audits to ensure compliance with regulations and standards. You will also be able to review financial records and assess internal controls.
Social Media Manager,Marketing and Creative,£35000,Manchester,"['Social Media Marketing', 'Adobe Creative Suite', 'Content Creation']","Manage social media accounts and create content to engage with followers, and also analyse social media metrics and develop strategies for growth."
Data Scientist,Technology and Data,£32000,London,"['Machine Learning', 'Data Analysis', 'Python Programming']",Apply statistical analysis and machine learning techniques to interpret data and provide actionable insights. Experience with tools such as Python and R is preferred.
Marketing Executive,Marketing and Creative,£24000,Sheffield,"['SEO Optimisation', 'Adobe Creative Suite', 'PPC Advertising']","Plan and execute marketing campaigns to promote products and services, through analysing market trends and tracking campaign performance."
Risk Analyst,Finance and Business,£28000,Bristol,"['Market Research', 'Financial Forecasting', 'Bookkeeping']",You must be able to identify and assess potential risks to the organisation.
Investment Banking Analyst,Finance and Business,£24000,Leeds,"['Business Strategy', 'Market Research', 'Budgeting']",You will assist in the evaluation of investment opportunities and financial transactions. You must also be proficient in conducting market research and financial modeling.
IT Support Specialist,Technology and Data,£26000,Birmingham,"['Cloud Computing', 'Data Warehousing', 'ETL']",You will have to provide technical support and troubleshooting for hardware and software issues.
Customer Service Manager,Administrative,£34000,Cambridge,"['Communication', 'Training and Development', 'Compliance Management']",Oversee customer service operations to ensure high customer satisfaction. Manage customer service teams and resolve escalated issues.
Public Relations Officer,Marketing and Creative,£29000,Nottingham,"['Adobe Creative Suite', 'Analytics', 'Google Analytics']",Manage public relations activities to promote and protect the organisation's image with varying strategies.
IT Support Specialist,Technology and Data,£26000,Leeds,"['Python Programming', 'APIs', 'Data Visualisation']",You will have to provide technical support and troubleshooting for hardware and software issues.
Digital Marketing Specialist,Marketing and Creative,£30000,Newcastle,"['PPC Advertising', 'SEO Optimisation', 'Social Media Marketing']","Implement digital marketing strategies, including SEO, PPC, and social media."
Corporate Finance Analyst,Finance and Business,£25000,Birmingham,"['Budgeting', 'Business Strategy', 'Financial Forecasting']","Support corporate finance activities including budgeting, forecasting, and financial planning."
Mechanical Engineer,Engineering and Science,£23000,Nottingham,"['Product Development', 'Lab Techniques', 'Regulatory Compliance']","Design machinery and equipment, and troubleshoot engineering issues."
Business Development Executive,Finance and Business,£28000,Birmingham,"['Budgeting', 'Reporting', 'Financial Reporting']","Identify and develop new business opportunities to drive growth, and build relationships with clients and partners to expand the business."
Biomedical Scientist,Engineering and Science,£20000,Bristol,"['CAD Software', 'Lab Techniques', 'Mechanical Design']",Conduct research and analyse biological samples to support medical and clinical studies.
Social Media Manager,Marketing and Creative,£31000,Manchester,"['Adobe Creative Suite', 'SEO Optimisation', 'Analytics']","Manage social media accounts and create content to engage with followers, and also analyse social media metrics and develop strategies for growth."
Investment Banking Analyst,Finance and Business,£25000,Sheffield,"['Quantitative Analysis', 'Budgeting', 'Reporting']",You will assist in the evaluation of investment opportunities and financial transactions. You must also be proficient in conducting market research and financial modeling.
Web Developer,Technology and Data,£33000,Bristol,"['Docker', 'JavaScript', 'Problem Solving']","Build and maintain websites and web applications. You will have to be proficient in HTML, CSS and JavaScript."
Health and Safety Advisor,Engineering and Science,£22000,Liverpool,"['Problem Solving', 'CAD Software', 'Engineering Design']",Develop and implement health and safety policies; conducting risk assessments and ensuring compliance with safety regulations.
Human Resources Assistant,Administrative,£27000,Sheffield,"['Payroll Management', 'Recruitment', 'Compliance Management']","Support HR functions including recruitment, employee relations, and record-keeping."
Operations Manager,Finance and Business,£21000,Bristol,"['Regulatory Compliance', 'Quantitative Analysis', 'Market Research']","Oversee daily operations of the organisation, ensuring efficiency and effectiveness to streamline processes."
Nurse,Administrative,£34000,Sheffield,"['Office Management', 'Payroll Management', 'Training and Development']","Provide medical care and support to patients. Duties include conducting medical assessments, administering treatments, and collaborating with healthcare professionals."
Business Development Executive,Finance and Business,£20000,Liverpool,"['Bookkeeping', 'Project Management', 'Reporting']","Identify and develop new business opportunities to drive growth, and build relationships with clients and partners to expand the business."
Civil Engineer,Engineering and Science,£33000,Nottingham,"['Simulation Software', 'Statistical Analysis', 'Mechanical Design']","Design and oversee construction projects such as roads and bridges, ensuring compliance with safety regulations and environmental standards."
Financial Analyst,Finance and Business,£27000,Bristol,"['Reporting', 'Bookkeeping', 'Analytical Skills']","Analyse financial data and create reports to support business decisions, and then develop financial models and forecasts to assess performance."
Web Developer,Technology and Data,£32000,London,"['APIs', 'Machine Learning', 'SQL']","Build and maintain websites and web applications. You will have to be proficient in HTML, CSS and JavaScript."
Corporate Finance Analyst,Finance and Business,£27000,Manchester,"['Financial Modeling', 'Bookkeeping', 'Business Strategy']","Support corporate finance activities including budgeting, forecasting, and financial planning."
Health and Safety Advisor,Engineering and Science,£23000,Liverpool,"['Simulation Software', 'Problem Solving', 'Regulatory Compliance']",Develop and implement health and safety policies; conducting risk assessments and ensuring compliance with safety regulations.
Mechanical Engineer,Engineering and Science,£21000,Newcastle,"['Product Development', 'Statistical Analysis', 'CAD Software']","Design machinery and equipment, and troubleshoot engineering issues."
Risk Analyst,Finance and Business,£29000,Newcastle,"['Project Management', 'Excel', 'Risk Assessment']",You must be able to identify and assess potential risks to the organisation.
Engineering Graduate,Engineering and Science,£25000,Liverpool,"['Engineering Design', 'Research Methodology', 'Data Analysis']",Assist in engineering projects and gain hands-on experience by supporting senior engineers in design and testing.
Graphic Designer,Marketing and Creative,£34000,Manchester,"['Adobe Creative Suite', 'Email Marketing', 'Content Creation']",Design visual assets for print and digital media. You must be proficient in design software such as Adobe Photoshop and Illustrator.
Engineering Graduate,Engineering and Science,£29000,Bristol,"['Lab Techniques', 'Data Analysis', 'Research Methodology']",Assist in engineering projects and gain hands-on experience by supporting senior engineers in design and testing.
Event Coordinator,Marketing and Creative,£30000,Liverpool,"['Campaign Management', 'Graphic Design', 'SEO Optimisation']","Plan and execute events, ensuring all aspects run smoothly, managing event logistics and budgets."
Digital Marketing Specialist,Marketing and Creative,£31000,Manchester,"['Content Creation', 'Market Research', 'Campaign Management']","Implement digital marketing strategies, including SEO, PPC, and social media."
Teacher,Administrative,£28000,London,"['Office Management', 'HR Information Systems', 'Leadership']","Plan and deliver educational lessons to students. You will develop lesson plans, assess student performance, and provide effective feedback."
Product Designer,Marketing and Creative,£33000,Bristol,"['User Research', 'Content Management Systems', 'Graphic Design']","Design and develop new products, from concept to production. You will work on product specifications and testing."
Recruitment Consultant,Administrative,£28000,Liverpool,"['Leadership', 'Conflict Resolution', 'Recruitment']","Manage the recruitment process to attract and hire top talent. Develop job descriptions, screen candidates, and conduct interviews."
Technical Support Engineer,Technology and Data,£28000,London,"['SQL', 'Version Control', 'Cloud Computing']","You should be able to diagnose and resolve technical issues, providing support to clients and customers."
Software Developer,Technology and Data,£33000,Nottingham,"['Data Warehousing', 'Cloud Computing', 'ETL']","Develop and maintain software applications and systems, and write clean code in languages such as Python and JavaScript."
Technical Support Engineer,Technology and Data,£24000,Cambridge,"['Django', 'ETL', 'JavaScript']","You should be able to diagnose and resolve technical issues, providing support to clients and customers."
Human Resources Assistant,Administrative,£22000,Nottingham,"['Client Management', 'Onboarding', 'Leadership']","Support HR functions including recruitment, employee relations, and record-keeping."
Event Coordinator,Marketing and Creative,£22000,London,"['Analytics', 'Email Marketing', 'SEO Optimisation']","Plan and execute events, ensuring all aspects run smoothly, managing event logistics and budgets."
Operations Manager,Finance and Business,£25000,Newcastle,"['Bookkeeping', 'Financial Forecasting', 'Financial Analysis']","Oversee daily operations of the organisation, ensuring efficiency and effectiveness to streamline processes."
UI Designer,Technology and Data,£30000,Liverpool,"['Cloud Computing', 'Problem Solving', 'APIs']","Create user-friendly interfaces and enhance user experience for websites and applications, expertise in design tools like Sketch and Adobe XD is necessaary."
Systems Analyst,Technology and Data,£27000,Liverpool,"['SQL', 'ETL', 'Problem Solving']",Evaluate and improve computer systems to enhance efficiency.
Supply Chain Analyst,Finance and Business,£22000,Leeds,"['Financial Analysis', 'Regulatory Compliance', 'Business Strategy']",You will be asked to analyse and optimise supply chain processes to improve efficiency and reduce costs.
Corporate Finance Analyst,Finance and Business,£28000,Birmingham,"['Project Management', 'Financial Reporting', 'Market Research']","Support corporate finance activities including budgeting, forecasting, and financial planning."
Digital Marketing Specialist,Marketing and Creative,£32000,Nottingham,"['Digital Marketing', 'Social Media Marketing', 'Campaign Management']","Implement digital marketing strategies, including SEO, PPC, and social media."
Marketing Executive,Marketing and Creative,£21000,Sheffield,"['Google Analytics', 'Brand Strategy', 'PPC Advertising']","Plan and execute marketing campaigns to promote products and services, through analysing market trends and tracking campaign performance."
Event Coordinator,Marketing and Creative,£29000,Leeds,"['Campaign Management', 'Graphic Design', 'Social Media Marketing']","Plan and execute events, ensuring all aspects run smoothly, managing event logistics and budgets."
Business Development Executive,Finance and Business,£21000,Leeds,"['Financial Forecasting', 'Financial Reporting', 'Financial Analysis']","Identify and develop new business opportunities to drive growth, and build relationships with clients and partners to expand the business."
Investment Banking Analyst,Finance and Business,£32000,Manchester,"['Market Research', 'Financial Reporting', 'Excel']",You will assist in the evaluation of investment opportunities and financial transactions. You must also be proficient in conducting market research and financial modeling.
Recruitment Consultant,Administrative,£21000,Newcastle,"['Leadership', 'Onboarding', 'Conflict Resolution']","Manage the recruitment process to attract and hire top talent. Develop job descriptions, screen candidates, and conduct interviews."
Mechanical Engineer,Engineering and Science,£34000,Leeds,"['Regulatory Compliance', 'Technical Writing', 'Simulation Software']","Design machinery and equipment, and troubleshoot engineering issues."
Research Scientist,Engineering and Science,£20000,Manchester,"['Technical Writing', 'Data Analysis', 'Prototyping']",Conduct experiments and analyse data to advance scientific knowledge. You must be specialised in areas such as biology or physics.
Legal Assistant,Administrative,£25000,Bristol,"['Employee Relations', 'Onboarding', 'Communication']",Provide administrative support to legal teams and assist with legal research and document preparation
Customer Service Manager,Administrative,£34000,Leeds,"['Performance Appraisal Systems', 'Employee Relations', 'Leadership']",Oversee customer service operations to ensure high customer satisfaction. Manage customer service teams and resolve escalated issues.
Insurance Underwriter,Administrative,£35000,Manchester,"['Organisational Skills', 'Employee Relations', 'Training and Development']",Evaluate insurance applications and determine coverage terms. Assess risk factors and decide on policy approval and pricing.
Research Scientist,Engineering and Science,£25000,Leeds,"['Project Management Software', 'Problem Solving', 'Technical Writing']",Conduct experiments and analyse data to advance scientific knowledge. You must be specialised in areas such as biology or physics.
Pharmaceutical Sales Representative,Engineering and Science,£31000,Leeds,"['Finite Element Analysis', 'Regulatory Compliance', 'Technical Writing']",Promote and sell pharmaceutical products to healthcare professionals by providing product information and building relationships with clients.
Risk Analyst,Finance and Business,£25000,Bristol,"['Financial Forecasting', 'Business Strategy', 'Quantitative Analysis']",You must be able to identify and assess potential risks to the organisation.
Systems Analyst,Technology and Data,£23000,London,"['Data Warehousing', 'SQL', 'ETL']",Evaluate and improve computer systems to enhance efficiency.
Digital Marketing Specialist,Marketing and Creative,£31000,Cambridge,"['Brand Strategy', 'SEO Optimisation', 'Graphic Design']","Implement digital marketing strategies, including SEO, PPC, and social media."
Health and Safety Advisor,Engineering and Science,£27000,Leeds,"['Problem Solving', 'Regulatory Compliance', 'CAD Software']",Develop and implement health and safety policies; conducting risk assessments and ensuring compliance with safety regulations.
Nurse,Administrative,£31000,Bristol,"['Performance Appraisal Systems', 'Leadership', 'Organisational Skills']","Provide medical care and support to patients. Duties include conducting medical assessments, administering treatments, and collaborating with healthcare professionals."
Web Developer,Technology and Data,£33000,Bristol,"['APIs', 'Problem Solving', 'Big Data Technologies']","Build and maintain websites and web applications. You will have to be proficient in HTML, CSS and JavaScript."
Biomedical Scientist,Engineering and Science,£23000,Liverpool,"['Prototyping', 'Research Methodology', 'Simulation Software']",Conduct research and analyse biological samples to support medical and clinical studies.
Quantity Surveyor,Engineering and Science,£30000,Nottingham,"['Technical Writing', 'Finite Element Analysis', 'Regulatory Compliance']","Manage costs and budgets for construction projects. Conduct cost estimation, financial reporting, and contract administration."
Technical Support Engineer,Technology and Data,£33000,London,"['Docker', 'Version Control', 'JavaScript']","You should be able to diagnose and resolve technical issues, providing support to clients and customers."
Pharmaceutical Sales Representative,Engineering and Science,£35000,Bristol,"['Research Methodology', 'Lab Techniques', 'Data Analysis']",Promote and sell pharmaceutical products to healthcare professionals by providing product information and building relationships with clients.
Insurance Underwriter,Administrative,£29000,Leeds,"['Performance Appraisal Systems', 'Client Management', 'Compliance Management']",Evaluate insurance applications and determine coverage terms. Assess risk factors and decide on policy approval and pricing.
Financial Analyst,Finance and Business,£35000,Birmingham,"['Quantitative Analysis', 'Risk Assessment', 'Bookkeeping']","Analyse financial data and create reports to support business decisions, and then develop financial models and forecasts to assess performance."
Pharmaceutical Sales Representative,Engineering and Science,£34000,Bristol,"['Project Management Software', 'Lab Techniques', 'Technical Writing']",Promote and sell pharmaceutical products to healthcare professionals by providing product information and building relationships with clients.
Sales Executive,Marketing and Creative,£34000,Birmingham,"['Content Creation', 'Digital Marketing', 'Social Media Marketing']",Must be able to develop and execute sales strategies to meet business objectives.
Business Development Executive,Finance and Business,£29000,Cambridge,"['Project Management', 'Financial Reporting', 'Reporting']","Identify and develop new business opportunities to drive growth, and build relationships with clients and partners to expand the business."
Pharmaceutical Sales Representative,Engineering and Science,£22000,Newcastle,"['Lab Techniques', 'Statistical Analysis', 'CAD Software']",Promote and sell pharmaceutical products to healthcare professionals by providing product information and building relationships with clients.
Business Development Executive,Finance and Business,£21000,Cambridge,"['Bookkeeping', 'Risk Assessment', 'Quantitative Analysis']","Identify and develop new business opportunities to drive growth, and build relationships with clients and partners to expand the business."
Event Coordinator,Marketing and Creative,£24000,Birmingham,"['Google Analytics', 'Social Media Marketing', 'Digital Marketing']","Plan and execute events, ensuring all aspects run smoothly, managing event logistics and budgets."
Pharmaceutical Sales Representative,Engineering and Science,£27000,Sheffield,"['Engineering Design', 'Simulation Software', 'Finite Element Analysis']",Promote and sell pharmaceutical products to healthcare professionals by providing product information and building relationships with clients.
Business Analyst,Finance and Business,£26000,Manchester,"['Regulatory Compliance', 'Project Management', 'Financial Analysis']",Identify business needs and develop solutions to enhance processes and operations.
Product Designer,Marketing and Creative,£31000,London,"['Adobe Creative Suite', 'Content Management Systems', 'Brand Strategy']","Design and develop new products, from concept to production. You will work on product specifications and testing."
