JobTitle,JobCategory,Salary,Location,SkillsRequired,JobSummary
Corporate Finance Analyst,Finance and Business,£28000,Leeds,"['Excel', 'Financial Analysis', 'Analytical Skills']","Support corporate finance activities including budgeting, forecasting, and financial planning."
Audit Associate,Finance and Business,£22000,Bristol,"['Risk Assessment', 'Excel', 'Business Strategy']",Perform internal audits to ensure compliance with regulations and standards. You will also be able to review financial records and assess internal controls.
Investment Banking Analyst,Finance and Business,£27000,Nottingham,"['Excel', 'Regulatory Compliance', 'Quantitative Analysis']",You will assist in the evaluation of investment opportunities and financial transactions. You must also be proficient in conducting market research and financial modeling.
Biomedical Scientist,Engineering and Science,£21000,Birmingham,"['Statistical Analysis', 'Simulation Software', 'Product Development']",Conduct research and analyse biological samples to support medical and clinical studies.
Health and Safety Advisor,Engineering and Science,£20000,London,"['Lab Techniques', 'Technical Writing', 'Statistical Analysis']",Develop and implement health and safety policies; conducting risk assessments and ensuring compliance with safety regulations.
Supply Chain Analyst,Finance and Business,£25000,Newcastle,"['Quantitative Analysis', 'Project Management', 'Business Strategy']",You will be asked to analyse and optimise supply chain processes to improve efficiency and reduce costs.
Supply Chain Analyst,Finance and Business,£28000,Cambridge,"['Financial Analysis', 'Financial Reporting', 'Financial Modeling']",You will be asked to analyse and optimise supply chain processes to improve efficiency and reduce costs.
Public Relations Officer,Marketing and Creative,£35000,Nottingham,"['Digital Marketing', 'Content Management Systems', 'Content Creation']",Manage public relations activities to promote and protect the organisation's image with varying strategies.
Human Resources Assistant,Administrative,£30000,Newcastle,"['Recruitment', 'Communication', 'Payroll Management']","Support HR functions including recruitment, employee relations, and record-keeping."
Recruitment Consultant,Administrative,£20000,Leeds,"['Training and Development', 'Employee Relations', 'Compliance Management']","Manage the recruitment process to attract and hire top talent. Develop job descriptions, screen candidates, and conduct interviews."
UI Designer,Technology and Data,£32000,London,"['Cloud Computing', 'SQL', 'Docker']","Create user-friendly interfaces and enhance user experience for websites and applications, expertise in design tools like Sketch and Adobe XD is necessaary."
IT Support Specialist,Technology and Data,£27000,Manchester,"['Docker', 'Cloud Computing', 'Django']",You will have to provide technical support and troubleshooting for hardware and software issues.
Corporate Finance Analyst,Finance and Business,£27000,Nottingham,"['Bookkeeping', 'Financial Forecasting', 'Reporting']","Support corporate finance activities including budgeting, forecasting, and financial planning."
Health and Safety Advisor,Engineering and Science,£25000,Leeds,"['Problem Solving', 'Statistical Analysis', 'Technical Writing']",Develop and implement health and safety policies; conducting risk assessments and ensuring compliance with safety regulations.
Technical Support Engineer,Technology and Data,£27000,Nottingham,"['Data Analysis', 'SQL', 'Django']","You should be able to diagnose and resolve technical issues, providing support to clients and customers."
Logistics Coordinator,Administrative,£21000,Newcastle,"['Training and Development', 'Communication', 'Payroll Management']",Manage logistics and supply chain operations through coordinating shipments and tracking inventory.
Data Scientist,Technology and Data,£29000,Bristol,"['APIs', 'Big Data Technologies', 'JavaScript']",Apply statistical analysis and machine learning techniques to interpret data and provide actionable insights. Experience with tools such as Python and R is preferred.
Public Relations Officer,Marketing and Creative,£23000,Liverpool,"['Social Media Marketing', 'SEO Optimisation', 'Content Management Systems']",Manage public relations activities to promote and protect the organisation's image with varying strategies.
Teacher,Administrative,£32000,Nottingham,"['Recruitment', 'Conflict Resolution', 'Office Management']","Plan and deliver educational lessons to students. You will develop lesson plans, assess student performance, and provide effective feedback."
Health and Safety Advisor,Engineering and Science,£23000,Leeds,"['Regulatory Compliance', 'Engineering Design', 'Research Methodology']",Develop and implement health and safety policies; conducting risk assessments and ensuring compliance with safety regulations.
Electrical Engineer,Engineering and Science,£34000,Bristol,"['Finite Element Analysis', 'Statistical Analysis', 'Problem Solving']",Design and implement electrical systems and components for working on projects involving power generation and electronics.
Business Analyst,Finance and Business,£23000,Liverpool,"['Regulatory Compliance', 'Financial Modeling', 'Risk Assessment']",Identify business needs and develop solutions to enhance processes and operations.
Insurance Underwriter,Administrative,£22000,Birmingham,"['Payroll Management', 'Recruitment', 'Performance Appraisal Systems']",Evaluate insurance applications and determine coverage terms. Assess risk factors and decide on policy approval and pricing.
Data Analyst,Technology and Data,£33000,Cambridge,"['Problem Solving', 'SQL', 'Docker']","Analyse and interpret complex data sets to help organisations make informed decisions, utilising tools like SQL and other data sorting software."
IT Support Specialist,Technology and Data,£33000,Bristol,"['Version Control', 'Data Analysis', 'ETL']",You will have to provide technical support and troubleshooting for hardware and software issues.
Audit Associate,Finance and Business,£25000,Leeds,"['Project Management', 'Excel', 'Risk Assessment']",Perform internal audits to ensure compliance with regulations and standards. You will also be able to review financial records and assess internal controls.
Mechanical Engineer,Engineering and Science,£25000,London,"['Data Analysis', 'Finite Element Analysis', 'Simulation Software']","Design machinery and equipment, and troubleshoot engineering issues."
Quantity Surveyor,Engineering and Science,£35000,Cambridge,"['Lab Techniques', 'Product Development', 'Prototyping']","Manage costs and budgets for construction projects. Conduct cost estimation, financial reporting, and contract administration."
Data Scientist,Technology and Data,£29000,Manchester,"['Cloud Computing', 'JavaScript', 'Django']",Apply statistical analysis and machine learning techniques to interpret data and provide actionable insights. Experience with tools such as Python and R is preferred.
Biomedical Scientist,Engineering and Science,£28000,Manchester,"['Technical Writing', 'Regulatory Compliance', 'Engineering Design']",Conduct research and analyse biological samples to support medical and clinical studies.
Business Development Executive,Finance and Business,£29000,Sheffield,"['Market Research', 'Quantitative Analysis', 'Excel']","Identify and develop new business opportunities to drive growth, and build relationships with clients and partners to expand the business."
Graphic Designer,Marketing and Creative,£23000,Birmingham,"['PPC Advertising', 'Brand Strategy', 'Analytics']",Design visual assets for print and digital media. You must be proficient in design software such as Adobe Photoshop and Illustrator.
Audit Associate,Finance and Business,£20000,Cambridge,"['Budgeting', 'Business Strategy', 'Financial Forecasting']",Perform internal audits to ensure compliance with regulations and standards. You will also be able to review financial records and assess internal controls.
Business Development Executive,Finance and Business,£25000,Cambridge,"['Financial Forecasting', 'Budgeting', 'Bookkeeping']","Identify and develop new business opportunities to drive growth, and build relationships with clients and partners to expand the business."
Teacher,Administrative,£30000,Leeds,"['Performance Appraisal Systems', 'Conflict Resolution', 'Recruitment']","Plan and deliver educational lessons to students. You will develop lesson plans, assess student performance, and provide effective feedback."
Systems Analyst,Technology and Data,£23000,Newcastle,"['Version Control', 'ETL', 'Django']",Evaluate and improve computer systems to enhance efficiency.
Investment Banking Analyst,Finance and Business,£30000,Nottingham,"['Analytical Skills', 'Project Management', 'Budgeting']",You will assist in the evaluation of investment opportunities and financial transactions. You must also be proficient in conducting market research and financial modeling.
UI Designer,Technology and Data,£20000,Liverpool,"['Data Warehousing', 'Docker', 'Version Control']","Create user-friendly interfaces and enhance user experience for websites and applications, expertise in design tools like Sketch and Adobe XD is necessaary."
Investment Banking Analyst,Finance and Business,£22000,Manchester,"['Financial Forecasting', 'Regulatory Compliance', 'Quantitative Analysis']",You will assist in the evaluation of investment opportunities and financial transactions. You must also be proficient in conducting market research and financial modeling.
Human Resources Assistant,Administrative,£21000,London,"['Employee Relations', 'Organisational Skills', 'Compliance Management']","Support HR functions including recruitment, employee relations, and record-keeping."
Insurance Underwriter,Administrative,£27000,Leeds,"['Client Management', 'Compliance Management', 'Organisational Skills']",Evaluate insurance applications and determine coverage terms. Assess risk factors and decide on policy approval and pricing.
Data Analyst,Technology and Data,£32000,Cambridge,"['APIs', 'Problem Solving', 'Cloud Computing']","Analyse and interpret complex data sets to help organisations make informed decisions, utilising tools like SQL and other data sorting software."
Legal Assistant,Administrative,£34000,Cambridge,"['Communication', 'Office Management', 'Leadership']",Provide administrative support to legal teams and assist with legal research and document preparation
Product Designer,Marketing and Creative,£31000,Bristol,"['Content Creation', 'Email Marketing', 'Analytics']","Design and develop new products, from concept to production. You will work on product specifications and testing."
Operations Manager,Finance and Business,£22000,Bristol,"['Market Research', 'Project Management', 'Financial Modeling']","Oversee daily operations of the organisation, ensuring efficiency and effectiveness to streamline processes."
Risk Analyst,Finance and Business,£23000,Nottingham,"['Financial Analysis', 'Business Strategy', 'Quantitative Analysis']",You must be able to identify and assess potential risks to the organisation.
Financial Analyst,Finance and Business,£25000,Manchester,"['Analytical Skills', 'Financial Reporting', 'Risk Assessment']","Analyse financial data and create reports to support business decisions, and then develop financial models and forecasts to assess performance."
Product Designer,Marketing and Creative,£30000,Bristol,"['Content Management Systems', 'Analytics', 'Digital Marketing']","Design and develop new products, from concept to production. You will work on product specifications and testing."
Recruitment Consultant,Administrative,£30000,Bristol,"['HR Information Systems', 'Recruitment', 'Organisational Skills']","Manage the recruitment process to attract and hire top talent. Develop job descriptions, screen candidates, and conduct interviews."
Teacher,Administrative,£30000,Leeds,"['Onboarding', 'Communication', 'HR Information Systems']","Plan and deliver educational lessons to students. You will develop lesson plans, assess student performance, and provide effective feedback."
Software Developer,Technology and Data,£31000,Liverpool,"['Version Control', 'Big Data Technologies', 'Data Visualisation']","Develop and maintain software applications and systems, and write clean code in languages such as Python and JavaScript."
Content Writer,Marketing and Creative,£31000,Nottingham,"['SEO Optimisation', 'Content Creation', 'Brand Strategy']","Create engaging written content for various platforms, including blogs, websites, and various social media platforms."
Social Media Manager,Marketing and Creative,£31000,Nottingham,"['Brand Strategy', 'Email Marketing', 'Social Media Marketing']","Manage social media accounts and create content to engage with followers, and also analyse social media metrics and develop strategies for growth."
Recruitment Consultant,Administrative,£32000,Leeds,"['Client Management', 'Performance Appraisal Systems', 'Employee Relations']","Manage the recruitment process to attract and hire top talent. Develop job descriptions, screen candidates, and conduct interviews."
Nurse,Administrative,£31000,Manchester,"['Office Management', 'Communication', 'Payroll Management']","Provide medical care and support to patients. Duties include conducting medical assessments, administering treatments, and collaborating with healthcare professionals."
Systems Analyst,Technology and Data,£21000,Manchester,"['Python Programming', 'SQL', 'JavaScript']",Evaluate and improve computer systems to enhance efficiency.
Nurse,Administrative,£20000,Liverpool,"['Training and Development', 'Payroll Management', 'Leadership']","Provide medical care and support to patients. Duties include conducting medical assessments, administering treatments, and collaborating with healthcare professionals."
Financial Analyst,Finance and Business,£30000,Manchester,"['Financial Forecasting', 'Regulatory Compliance', 'Financial Analysis']","Analyse financial data and create reports to support business decisions, and then develop financial models and forecasts to assess performance."
Business Development Executive,Finance and Business,£29000,Liverpool,"['Quantitative Analysis', 'Financial Reporting', 'Risk Assessment']","Identify and develop new business opportunities to drive growth, and build relationships with clients and partners to expand the business."
Software Developer,Technology and Data,£25000,Newcastle,"['SQL', 'Cloud Computing', 'Python Programming']","Develop and maintain software applications and systems, and write clean code in languages such as Python and JavaScript."
Civil Engineer,Engineering and Science,£33000,Cambridge,"['Data Analysis', 'Lab Techniques', 'Project Management Software']","Design and oversee construction projects such as roads and bridges, ensuring compliance with safety regulations and environmental standards."
Systems Analyst,Technology and Data,£28000,Sheffield,"['Version Control', 'Data Warehousing', 'Django']",Evaluate and improve computer systems to enhance efficiency.
Quantity Surveyor,Engineering and Science,£32000,Leeds,"['Research Methodology', 'Simulation Software', 'Problem Solving']","Manage costs and budgets for construction projects. Conduct cost estimation, financial reporting, and contract administration."
Product Designer,Marketing and Creative,£21000,Liverpool,"['PPC Advertising', 'SEO Optimisation', 'Brand Strategy']","Design and develop new products, from concept to production. You will work on product specifications and testing."
Customer Service Manager,Administrative,£22000,Nottingham,"['Talent Acquisition', 'Employee Relations', 'Onboarding']",Oversee customer service operations to ensure high customer satisfaction. Manage customer service teams and resolve escalated issues.
Graphic Designer,Marketing and Creative,£34000,Cambridge,"['Digital Marketing', 'PPC Advertising', 'Graphic Design']",Design visual assets for print and digital media. You must be proficient in design software such as Adobe Photoshop and Illustrator.
Business Development Executive,Finance and Business,£26000,Cambridge,"['Project Management', 'Financial Reporting', 'Business Strategy']","Identify and develop new business opportunities to drive growth, and build relationships with clients and partners to expand the business."
Customer Service Manager,Administrative,£24000,Newcastle,"['Training and Development', 'Talent Acquisition', 'Employee Relations']",Oversee customer service operations to ensure high customer satisfaction. Manage customer service teams and resolve escalated issues.
Data Analyst,Technology and Data,£29000,Bristol,"['Machine Learning', 'Version Control', 'ETL']","Analyse and interpret complex data sets to help organisations make informed decisions, utilising tools like SQL and other data sorting software."
UI Designer,Technology and Data,£32000,Leeds,"['Big Data Technologies', 'Data Visualisation', 'Docker']","Create user-friendly interfaces and enhance user experience for websites and applications, expertise in design tools like Sketch and Adobe XD is necessaary."
Nurse,Administrative,£21000,Bristol,"['Recruitment', 'Leadership', 'Talent Acquisition']","Provide medical care and support to patients. Duties include conducting medical assessments, administering treatments, and collaborating with healthcare professionals."
Civil Engineer,Engineering and Science,£22000,Cambridge,"['Project Management Software', 'CAD Software', 'Mechanical Design']","Design and oversee construction projects such as roads and bridges, ensuring compliance with safety regulations and environmental standards."
Civil Engineer,Engineering and Science,£33000,Newcastle,"['Simulation Software', 'Prototyping', 'Technical Writing']","Design and oversee construction projects such as roads and bridges, ensuring compliance with safety regulations and environmental standards."
Corporate Finance Analyst,Finance and Business,£22000,Nottingham,"['Bookkeeping', 'Financial Forecasting', 'Reporting']","Support corporate finance activities including budgeting, forecasting, and financial planning."
Digital Marketing Specialist,Marketing and Creative,£21000,Manchester,"['Campaign Management', 'Google Analytics', 'SEO Optimisation']","Implement digital marketing strategies, including SEO, PPC, and social media."
Pharmaceutical Sales Representative,Engineering and Science,£30000,Liverpool,"['Prototyping', 'Regulatory Compliance', 'Finite Element Analysis']",Promote and sell pharmaceutical products to healthcare professionals by providing product information and building relationships with clients.
Data Scientist,Technology and Data,£25000,Nottingham,"['Django', 'JavaScript', 'Docker']",Apply statistical analysis and machine learning techniques to interpret data and provide actionable insights. Experience with tools such as Python and R is preferred.
Recruitment Consultant,Administrative,£21000,Manchester,"['Leadership', 'HR Information Systems', 'Compliance Management']","Manage the recruitment process to attract and hire top talent. Develop job descriptions, screen candidates, and conduct interviews."
Human Resources Assistant,Administrative,£23000,Birmingham,"['Compliance Management', 'Payroll Management', 'Office Management']","Support HR functions including recruitment, employee relations, and record-keeping."
Financial Analyst,Finance and Business,£26000,Birmingham,"['Excel', 'Regulatory Compliance', 'Business Strategy']","Analyse financial data and create reports to support business decisions, and then develop financial models and forecasts to assess performance."
Product Designer,Marketing and Creative,£34000,Leeds,"['Brand Strategy', 'Market Research', 'User Research']","Design and develop new products, from concept to production. You will work on product specifications and testing."
Supply Chain Analyst,Finance and Business,£34000,Manchester,"['Reporting', 'Financial Analysis', 'Risk Assessment']",You will be asked to analyse and optimise supply chain processes to improve efficiency and reduce costs.
Civil Engineer,Engineering and Science,£21000,Nottingham,"['Prototyping', 'Project Management Software', 'CAD Software']","Design and oversee construction projects such as roads and bridges, ensuring compliance with safety regulations and environmental standards."
Biomedical Scientist,Engineering and Science,£21000,Liverpool,"['Engineering Design', 'Lab Techniques', 'CAD Software']",Conduct research and analyse biological samples to support medical and clinical studies.
Sales Executive,Marketing and Creative,£29000,Cambridge,"['PPC Advertising', 'Adobe Creative Suite', 'Content Creation']",Must be able to develop and execute sales strategies to meet business objectives.
Nurse,Administrative,£21000,Birmingham,"['Client Management', 'Communication', 'Employee Relations']","Provide medical care and support to patients. Duties include conducting medical assessments, administering treatments, and collaborating with healthcare professionals."
Investment Banking Analyst,Finance and Business,£25000,Sheffield,"['Reporting', 'Risk Assessment', 'Market Research']",You will assist in the evaluation of investment opportunities and financial transactions. You must also be proficient in conducting market research and financial modeling.
Product Designer,Marketing and Creative,£25000,Sheffield,"['Google Analytics', 'Graphic Design', 'Analytics']","Design and develop new products, from concept to production. You will work on product specifications and testing."
Business Development Executive,Finance and Business,£30000,Liverpool,"['Quantitative Analysis', 'Budgeting', 'Reporting']","Identify and develop new business opportunities to drive growth, and build relationships with clients and partners to expand the business."
Systems Analyst,Technology and Data,£25000,Birmingham,"['Version Control', 'SQL', 'APIs']",Evaluate and improve computer systems to enhance efficiency.
Sales Executive,Marketing and Creative,£32000,Bristol,"['Email Marketing', 'Social Media Marketing', 'SEO Optimisation']",Must be able to develop and execute sales strategies to meet business objectives.
Operations Manager,Finance and Business,£31000,Liverpool,"['Excel', 'Financial Modeling', 'Quantitative Analysis']","Oversee daily operations of the organisation, ensuring efficiency and effectiveness to streamline processes."
Sales Executive,Marketing and Creative,£25000,London,"['Brand Strategy', 'Content Creation', 'Graphic Design']",Must be able to develop and execute sales strategies to meet business objectives.
Business Development Executive,Finance and Business,£32000,Nottingham,"['Financial Forecasting', 'Excel', 'Risk Assessment']","Identify and develop new business opportunities to drive growth, and build relationships with clients and partners to expand the business."
Data Scientist,Technology and Data,£32000,Leeds,"['Version Control', 'Cloud Computing', 'Problem Solving']",Apply statistical analysis and machine learning techniques to interpret data and provide actionable insights. Experience with tools such as Python and R is preferred.
Sales Executive,Marketing and Creative,£31000,Cambridge,"['Brand Strategy', 'Campaign Management', 'Adobe Creative Suite']",Must be able to develop and execute sales strategies to meet business objectives.
Management Consultant,Administrative,£26000,Cambridge,"['Organisational Skills', 'Conflict Resolution', 'Leadership']",Analyse organisational practices and develop strategies to improve efficiency and effectiveness; then be able to provide recommendations for business improvements.
Operations Manager,Finance and Business,£28000,Bristol,"['Regulatory Compliance', 'Business Strategy', 'Quantitative Analysis']","Oversee daily operations of the organisation, ensuring efficiency and effectiveness to streamline processes."
Engineering Graduate,Engineering and Science,£27000,Birmingham,"['Statistical Analysis', 'Problem Solving', 'Product Development']",Assist in engineering projects and gain hands-on experience by supporting senior engineers in design and testing.
Investment Banking Analyst,Finance and Business,£32000,Manchester,"['Financial Forecasting', 'Bookkeeping', 'Excel']",You will assist in the evaluation of investment opportunities and financial transactions. You must also be proficient in conducting market research and financial modeling.
Research Scientist,Engineering and Science,£26000,Birmingham,"['Simulation Software', 'Finite Element Analysis', 'Engineering Design']",Conduct experiments and analyse data to advance scientific knowledge. You must be specialised in areas such as biology or physics.
IT Support Specialist,Technology and Data,£32000,Cambridge,"['Data Analysis', 'ETL', 'Big Data Technologies']",You will have to provide technical support and troubleshooting for hardware and software issues.
Data Analyst,Technology and Data,£26000,Bristol,"['Data Analysis', 'ETL', 'Version Control']","Analyse and interpret complex data sets to help organisations make informed decisions, utilising tools like SQL and other data sorting software."
Biomedical Scientist,Engineering and Science,£35000,London,"['Lab Techniques', 'Product Development', 'Project Management Software']",Conduct research and analyse biological samples to support medical and clinical studies.
Management Consultant,Administrative,£30000,Bristol,"['Office Management', 'Recruitment', 'Performance Appraisal Systems']",Analyse organisational practices and develop strategies to improve efficiency and effectiveness; then be able to provide recommendations for business improvements.
Content Writer,Marketing and Creative,£23000,London,"['Content Creation', 'Digital Marketing', 'User Research']","Create engaging written content for various platforms, including blogs, websites, and various social media platforms."
Business Analyst,Finance and Business,£20000,Nottingham,"['Financial Analysis', 'Bookkeeping', 'Regulatory Compliance']",Identify business needs and develop solutions to enhance processes and operations.
Technical Support Engineer,Technology and Data,£23000,Cambridge,"['JavaScript', 'Django', 'Docker']","You should be able to diagnose and resolve technical issues, providing support to clients and customers."
Teacher,Administrative,£24000,Newcastle,"['Employee Relations', 'Training and Development', 'Recruitment']","Plan and deliver educational lessons to students. You will develop lesson plans, assess student performance, and provide effective feedback."
Marketing Executive,Marketing and Creative,£22000,Liverpool,"['Brand Strategy', 'Graphic Design', 'SEO Optimisation']","Plan and execute marketing campaigns to promote products and services, through analysing market trends and tracking campaign performance."
Health and Safety Advisor,Engineering and Science,£34000,Sheffield,"['Lab Techniques', 'Finite Element Analysis', 'Problem Solving']",Develop and implement health and safety policies; conducting risk assessments and ensuring compliance with safety regulations.
Recruitment Consultant,Administrative,£31000,Newcastle,"['Onboarding', 'Communication', 'Employee Relations']","Manage the recruitment process to attract and hire top talent. Develop job descriptions, screen candidates, and conduct interviews."
Data Scientist,Technology and Data,£22000,Birmingham,"['Data Visualisation', 'Data Analysis', 'Cloud Computing']",Apply statistical analysis and machine learning techniques to interpret data and provide actionable insights. Experience with tools such as Python and R is preferred.
Content Writer,Marketing and Creative,£27000,Manchester,"['Social Media Marketing', 'PPC Advertising', 'Content Management Systems']","Create engaging written content for various platforms, including blogs, websites, and various social media platforms."
Research Scientist,Engineering and Science,£30000,London,"['Statistical Analysis', 'Mechanical Design', 'Finite Element Analysis']",Conduct experiments and analyse data to advance scientific knowledge. You must be specialised in areas such as biology or physics.
Nurse,Administrative,£24000,Sheffield,"['Organisational Skills', 'Training and Development', 'Client Management']","Provide medical care and support to patients. Duties include conducting medical assessments, administering treatments, and collaborating with healthcare professionals."
Legal Assistant,Administrative,£21000,Manchester,"['Compliance Management', 'Performance Appraisal Systems', 'Onboarding']",Provide administrative support to legal teams and assist with legal research and document preparation
Recruitment Consultant,Administrative,£25000,London,"['Client Management', 'Organisational Skills', 'Recruitment']","Manage the recruitment process to attract and hire top talent. Develop job descriptions, screen candidates, and conduct interviews."
Quantity Surveyor,Engineering and Science,£26000,Sheffield,"['Prototyping', 'Lab Techniques', 'Product Development']","Manage costs and budgets for construction projects. Conduct cost estimation, financial reporting, and contract administration."
Biomedical Scientist,Engineering and Science,£34000,Bristol,"['Data Analysis', 'Mechanical Design', 'Research Methodology']",Conduct research and analyse biological samples to support medical and clinical studies.
Digital Marketing Specialist,Marketing and Creative,£27000,Nottingham,"['Campaign Management', 'Brand Strategy', 'Email Marketing']","Implement digital marketing strategies, including SEO, PPC, and social media."
Insurance Underwriter,Administrative,£22000,Leeds,"['Training and Development', 'Employee Relations', 'Onboarding']",Evaluate insurance applications and determine coverage terms. Assess risk factors and decide on policy approval and pricing.
Quantity Surveyor,Engineering and Science,£27000,Nottingham,"['Regulatory Compliance', 'Simulation Software', 'Statistical Analysis']","Manage costs and budgets for construction projects. Conduct cost estimation, financial reporting, and contract administration."
Quantity Surveyor,Engineering and Science,£30000,Sheffield,"['Data Analysis', 'Project Management Software', 'Problem Solving']","Manage costs and budgets for construction projects. Conduct cost estimation, financial reporting, and contract administration."
Investment Banking Analyst,Finance and Business,£27000,Newcastle,"['Financial Modeling', 'Project Management', 'Budgeting']",You will assist in the evaluation of investment opportunities and financial transactions. You must also be proficient in conducting market research and financial modeling.
Systems Analyst,Technology and Data,£25000,Bristol,"['Docker', 'ETL', 'Data Visualisation']",Evaluate and improve computer systems to enhance efficiency.
Civil Engineer,Engineering and Science,£34000,Cambridge,"['Problem Solving', 'Product Development', 'Technical Writing']","Design and oversee construction projects such as roads and bridges, ensuring compliance with safety regulations and environmental standards."
Risk Analyst,Finance and Business,£35000,Liverpool,"['Financial Modeling', 'Quantitative Analysis', 'Budgeting']",You must be able to identify and assess potential risks to the organisation.
Biomedical Scientist,Engineering and Science,£21000,Sheffield,"['Mechanical Design', 'Project Management Software', 'Problem Solving']",Conduct research and analyse biological samples to support medical and clinical studies.
Corporate Finance Analyst,Finance and Business,£25000,Nottingham,"['Bookkeeping', 'Financial Forecasting', 'Project Management']","Support corporate finance activities including budgeting, forecasting, and financial planning."
Sales Executive,Marketing and Creative,£26000,Manchester,"['Analytics', 'Email Marketing', 'PPC Advertising']",Must be able to develop and execute sales strategies to meet business objectives.
Digital Marketing Specialist,Marketing and Creative,£31000,Bristol,"['Adobe Creative Suite', 'Email Marketing', 'User Research']","Implement digital marketing strategies, including SEO, PPC, and social media."
Data Scientist,Technology and Data,£32000,Birmingham,"['Data Visualisation', 'Docker', 'Big Data Technologies']",Apply statistical analysis and machine learning techniques to interpret data and provide actionable insights. Experience with tools such as Python and R is preferred.
Corporate Finance Analyst,Finance and Business,£27000,Leeds,"['Excel', 'Bookkeeping', 'Market Research']","Support corporate finance activities including budgeting, forecasting, and financial planning."
Recruitment Consultant,Administrative,£32000,Cambridge,"['Organisational Skills', 'Compliance Management', 'Talent Acquisition']","Manage the recruitment process to attract and hire top talent. Develop job descriptions, screen candidates, and conduct interviews."
Public Relations Officer,Marketing and Creative,£29000,Manchester,"['Market Research', 'Social Media Marketing', 'Campaign Management']",Manage public relations activities to promote and protect the organisation's image with varying strategies.
Sales Executive,Marketing and Creative,£32000,Leeds,"['Graphic Design', 'Social Media Marketing', 'Content Creation']",Must be able to develop and execute sales strategies to meet business objectives.
Recruitment Consultant,Administrative,£33000,Cambridge,"['Talent Acquisition', 'Office Management', 'Conflict Resolution']","Manage the recruitment process to attract and hire top talent. Develop job descriptions, screen candidates, and conduct interviews."
Social Media Manager,Marketing and Creative,£25000,Sheffield,"['Social Media Marketing', 'SEO Optimisation', 'Brand Strategy']","Manage social media accounts and create content to engage with followers, and also analyse social media metrics and develop strategies for growth."
Marketing Executive,Marketing and Creative,£25000,Bristol,"['Content Management Systems', 'Brand Strategy', 'Social Media Marketing']","Plan and execute marketing campaigns to promote products and services, through analysing market trends and tracking campaign performance."
Investment Banking Analyst,Finance and Business,£25000,Manchester,"['Bookkeeping', 'Risk Assessment', 'Reporting']",You will assist in the evaluation of investment opportunities and financial transactions. You must also be proficient in conducting market research and financial modeling.
Graphic Designer,Marketing and Creative,£32000,Bristol,"['Email Marketing', 'Social Media Marketing', 'Google Analytics']",Design visual assets for print and digital media. You must be proficient in design software such as Adobe Photoshop and Illustrator.
Systems Analyst,Technology and Data,£25000,Sheffield,"['Data Warehousing', 'Data Analysis', 'Django']",Evaluate and improve computer systems to enhance efficiency.
Civil Engineer,Engineering and Science,£24000,Cambridge,"['Lab Techniques', 'Research Methodology', 'Statistical Analysis']","Design and oversee construction projects such as roads and bridges, ensuring compliance with safety regulations and environmental standards."
UI Designer,Technology and Data,£28000,Cambridge,"['APIs', 'Data Warehousing', 'Cloud Computing']","Create user-friendly interfaces and enhance user experience for websites and applications, expertise in design tools like Sketch and Adobe XD is necessaary."
Content Writer,Marketing and Creative,£28000,Manchester,"['PPC Advertising', 'Graphic Design', 'Market Research']","Create engaging written content for various platforms, including blogs, websites, and various social media platforms."
Management Consultant,Administrative,£20000,London,"['Onboarding', 'Communication', 'Leadership']",Analyse organisational practices and develop strategies to improve efficiency and effectiveness; then be able to provide recommendations for business improvements.
Pharmaceutical Sales Representative,Engineering and Science,£28000,London,"['Finite Element Analysis', 'Mechanical Design', 'Engineering Design']",Promote and sell pharmaceutical products to healthcare professionals by providing product information and building relationships with clients.
Quantity Surveyor,Engineering and Science,£23000,Cambridge,"['Technical Writing', 'Mechanical Design', 'CAD Software']","Manage costs and budgets for construction projects. Conduct cost estimation, financial reporting, and contract administration."
Product Designer,Marketing and Creative,£23000,Liverpool,"['Adobe Creative Suite', 'Brand Strategy', 'Email Marketing']","Design and develop new products, from concept to production. You will work on product specifications and testing."
Insurance Underwriter,Administrative,£30000,Liverpool,"['HR Information Systems', 'Payroll Management', 'Client Management']",Evaluate insurance applications and determine coverage terms. Assess risk factors and decide on policy approval and pricing.
Engineering Graduate,Engineering and Science,£23000,Bristol,"['Prototyping', 'Research Methodology', 'Data Analysis']",Assist in engineering projects and gain hands-on experience by supporting senior engineers in design and testing.
Pharmaceutical Sales Representative,Engineering and Science,£34000,Sheffield,"['Project Management Software', 'Engineering Design', 'Prototyping']",Promote and sell pharmaceutical products to healthcare professionals by providing product information and building relationships with clients.
Investment Banking Analyst,Finance and Business,£34000,Liverpool,"['Financial Analysis', 'Excel', 'Bookkeeping']",You will assist in the evaluation of investment opportunities and financial transactions. You must also be proficient in conducting market research and financial modeling.
Public Relations Officer,Marketing and Creative,£31000,Birmingham,"['User Research', 'Social Media Marketing', 'Analytics']",Manage public relations activities to promote and protect the organisation's image with varying strategies.
Biomedical Scientist,Engineering and Science,£25000,Cambridge,"['Research Methodology', 'Lab Techniques', 'Mechanical Design']",Conduct research and analyse biological samples to support medical and clinical studies.
Recruitment Consultant,Administrative,£26000,Birmingham,"['Recruitment', 'Compliance Management', 'Training and Development']","Manage the recruitment process to attract and hire top talent. Develop job descriptions, screen candidates, and conduct interviews."
