JobTitle,JobCategory,Salary,Location,SkillsRequired,JobSummary
Technical Support Engineer,Technology and Data,£32000,London,"['Data Warehousing', 'Django', 'Data Visualisation']","You should be able to diagnose and resolve technical issues, providing support to clients and customers."
Management Consultant,Administrative,£23000,Sheffield,"['HR Information Systems', 'Performance Appraisal Systems', 'Talent Acquisition']",Analyse organisational practices and develop strategies to improve efficiency and effectiveness; then be able to provide recommendations for business improvements.
Event Coordinator,Marketing and Creative,£23000,Birmingham,"['Adobe Creative Suite', 'Analytics', 'PPC Advertising']","Plan and execute events, ensuring all aspects run smoothly, managing event logistics and budgets."
Data Scientist,Technology and Data,£29000,London,"['Version Control', 'APIs', 'SQL']",Apply statistical analysis and machine learning techniques to interpret data and provide actionable insights. Experience with tools such as Python and R is preferred.
Investment Banking Analyst,Finance and Business,£31000,London,"['Regulatory Compliance', 'Financial Reporting', 'Financial Modeling']",You will assist in the evaluation of investment opportunities and financial transactions. You must also be proficient in conducting market research and financial modeling.
Web Developer,Technology and Data,£29000,London,"['ETL', 'APIs', 'Version Control']","Build and maintain websites and web applications. You will have to be proficient in HTML, CSS and JavaScript."
Marketing Executive,Marketing and Creative,£34000,Newcastle,"['Adobe Creative Suite', 'Analytics', 'Brand Strategy']","Plan and execute marketing campaigns to promote products and services, through analysing market trends and tracking campaign performance."
Teacher,Administrative,£26000,Manchester,"['HR Information Systems', 'Performance Appraisal Systems', 'Organisational Skills']","Plan and deliver educational lessons to students. You will develop lesson plans, assess student performance, and provide effective feedback."
Customer Service Manager,Administrative,£31000,London,"['Compliance Management', 'Onboarding', 'HR Information Systems']",Oversee customer service operations to ensure high customer satisfaction. Manage customer service teams and resolve escalated issues.
Risk Analyst,Finance and Business,£27000,London,"['Project Management', 'Financial Reporting', 'Reporting']",You must be able to identify and assess potential risks to the organisation.
Mechanical Engineer,Engineering and Science,£30000,Liverpool,"['Prototyping', 'Research Methodology', 'Product Development']","Design machinery and equipment, and troubleshoot engineering issues."
Investment Banking Analyst,Finance and Business,£22000,Sheffield,"['Financial Reporting', 'Excel', 'Financial Modeling']",You will assist in the evaluation of investment opportunities and financial transactions. You must also be proficient in conducting market research and financial modeling.
Engineering Graduate,Engineering and Science,£26000,Liverpool,"['Lab Techniques', 'Technical Writing', 'Prototyping']",Assist in engineering projects and gain hands-on experience by supporting senior engineers in design and testing.
Event Coordinator,Marketing and Creative,£22000,Liverpool,"['Social Media Marketing', 'Content Management Systems', 'Email Marketing']","Plan and execute events, ensuring all aspects run smoothly, managing event logistics and budgets."
Risk Analyst,Finance and Business,£34000,Liverpool,"['Bookkeeping', 'Analytical Skills', 'Reporting']",You must be able to identify and assess potential risks to the organisation.
Logistics Coordinator,Administrative,£25000,Newcastle,"['Recruitment', 'Office Management', 'Compliance Management']",Manage logistics and supply chain operations through coordinating shipments and tracking inventory.
Quantity Surveyor,Engineering and Science,£24000,Liverpool,"['Statistical Analysis', 'Mechanical Design', 'Regulatory Compliance']","Manage costs and budgets for construction projects. Conduct cost estimation, financial reporting, and contract administration."
Software Developer,Technology and Data,£29000,Sheffield,"['Big Data Technologies', 'Data Analysis', 'Version Control']","Develop and maintain software applications and systems, and write clean code in languages such as Python and JavaScript."
Audit Associate,Finance and Business,£24000,Sheffield,"['Analytical Skills', 'Financial Analysis', 'Market Research']",Perform internal audits to ensure compliance with regulations and standards. You will also be able to review financial records and assess internal controls.
UI Designer,Technology and Data,£30000,Sheffield,"['Docker', 'Data Warehousing', 'Problem Solving']","Create user-friendly interfaces and enhance user experience for websites and applications, expertise in design tools like Sketch and Adobe XD is necessaary."
IT Support Specialist,Technology and Data,£33000,Leeds,"['Machine Learning', 'Data Warehousing', 'Python Programming']",You will have to provide technical support and troubleshooting for hardware and software issues.
Management Consultant,Administrative,£29000,Liverpool,"['Leadership', 'Recruitment', 'Compliance Management']",Analyse organisational practices and develop strategies to improve efficiency and effectiveness; then be able to provide recommendations for business improvements.
Investment Banking Analyst,Finance and Business,£21000,Nottingham,"['Market Research', 'Excel', 'Financial Modeling']",You will assist in the evaluation of investment opportunities and financial transactions. You must also be proficient in conducting market research and financial modeling.
Recruitment Consultant,Administrative,£30000,Manchester,"['Compliance Management', 'Payroll Management', 'HR Information Systems']","Manage the recruitment process to attract and hire top talent. Develop job descriptions, screen candidates, and conduct interviews."
Nurse,Administrative,£28000,London,"['Office Management', 'Compliance Management', 'Client Management']","Provide medical care and support to patients. Duties include conducting medical assessments, administering treatments, and collaborating with healthcare professionals."
Quantity Surveyor,Engineering and Science,£34000,Birmingham,"['Product Development', 'Prototyping', 'Engineering Design']","Manage costs and budgets for construction projects. Conduct cost estimation, financial reporting, and contract administration."
Biomedical Scientist,Engineering and Science,£31000,Manchester,"['Regulatory Compliance', 'Problem Solving', 'Technical Writing']",Conduct research and analyse biological samples to support medical and clinical studies.
Biomedical Scientist,Engineering and Science,£28000,Manchester,"['Problem Solving', 'Research Methodology', 'Finite Element Analysis']",Conduct research and analyse biological samples to support medical and clinical studies.
Systems Analyst,Technology and Data,£32000,London,"['Machine Learning', 'Data Warehousing', 'JavaScript']",Evaluate and improve computer systems to enhance efficiency.
Electrical Engineer,Engineering and Science,£34000,Manchester,"['Project Management Software', 'Mechanical Design', 'Lab Techniques']",Design and implement electrical systems and components for working on projects involving power generation and electronics.
Biomedical Scientist,Engineering and Science,£20000,Leeds,"['Engineering Design', 'Data Analysis', 'Simulation Software']",Conduct research and analyse biological samples to support medical and clinical studies.
Biomedical Scientist,Engineering and Science,£24000,Manchester,"['Problem Solving', 'Technical Writing', 'Mechanical Design']",Conduct research and analyse biological samples to support medical and clinical studies.
Corporate Finance Analyst,Finance and Business,£30000,Manchester,"['Bookkeeping', 'Financial Reporting', 'Quantitative Analysis']","Support corporate finance activities including budgeting, forecasting, and financial planning."
Quantity Surveyor,Engineering and Science,£31000,Leeds,"['Problem Solving', 'CAD Software', 'Finite Element Analysis']","Manage costs and budgets for construction projects. Conduct cost estimation, financial reporting, and contract administration."
Marketing Executive,Marketing and Creative,£26000,Sheffield,"['Digital Marketing', 'Campaign Management', 'Social Media Marketing']","Plan and execute marketing campaigns to promote products and services, through analysing market trends and tracking campaign performance."
Corporate Finance Analyst,Finance and Business,£32000,Leeds,"['Risk Assessment', 'Budgeting', 'Financial Analysis']","Support corporate finance activities including budgeting, forecasting, and financial planning."
Operations Manager,Finance and Business,£34000,Sheffield,"['Risk Assessment', 'Business Strategy', 'Market Research']","Oversee daily operations of the organisation, ensuring efficiency and effectiveness to streamline processes."
UI Designer,Technology and Data,£33000,Manchester,"['Docker', 'ETL', 'Python Programming']","Create user-friendly interfaces and enhance user experience for websites and applications, expertise in design tools like Sketch and Adobe XD is necessaary."
Management Consultant,Administrative,£34000,Newcastle,"['Onboarding', 'Communication', 'Leadership']",Analyse organisational practices and develop strategies to improve efficiency and effectiveness; then be able to provide recommendations for business improvements.
Social Media Manager,Marketing and Creative,£25000,London,"['Digital Marketing', 'Email Marketing', 'Market Research']","Manage social media accounts and create content to engage with followers, and also analyse social media metrics and develop strategies for growth."
Nurse,Administrative,£33000,Newcastle,"['Communication', 'Performance Appraisal Systems', 'Payroll Management']","Provide medical care and support to patients. Duties include conducting medical assessments, administering treatments, and collaborating with healthcare professionals."
Data Scientist,Technology and Data,£20000,London,"['SQL', 'Machine Learning', 'APIs']",Apply statistical analysis and machine learning techniques to interpret data and provide actionable insights. Experience with tools such as Python and R is preferred.
Business Analyst,Finance and Business,£24000,Newcastle,"['Business Strategy', 'Excel', 'Risk Assessment']",Identify business needs and develop solutions to enhance processes and operations.
Mechanical Engineer,Engineering and Science,£25000,Newcastle,"['Lab Techniques', 'Prototyping', 'Statistical Analysis']","Design machinery and equipment, and troubleshoot engineering issues."
Electrical Engineer,Engineering and Science,£21000,Cambridge,"['Data Analysis', 'Problem Solving', 'Lab Techniques']",Design and implement electrical systems and components for working on projects involving power generation and electronics.
Mechanical Engineer,Engineering and Science,£26000,Leeds,"['CAD Software', 'Lab Techniques', 'Engineering Design']","Design machinery and equipment, and troubleshoot engineering issues."
Legal Assistant,Administrative,£28000,Sheffield,"['Onboarding', 'Recruitment', 'Leadership']",Provide administrative support to legal teams and assist with legal research and document preparation
Digital Marketing Specialist,Marketing and Creative,£22000,Sheffield,"['Digital Marketing', 'Social Media Marketing', 'PPC Advertising']","Implement digital marketing strategies, including SEO, PPC, and social media."
Software Developer,Technology and Data,£31000,Sheffield,"['Version Control', 'Data Warehousing', 'Django']","Develop and maintain software applications and systems, and write clean code in languages such as Python and JavaScript."
Graphic Designer,Marketing and Creative,£35000,Leeds,"['Digital Marketing', 'Content Creation', 'SEO Optimisation']",Design visual assets for print and digital media. You must be proficient in design software such as Adobe Photoshop and Illustrator.
Data Scientist,Technology and Data,£24000,Nottingham,"['Django', 'Python Programming', 'SQL']",Apply statistical analysis and machine learning techniques to interpret data and provide actionable insights. Experience with tools such as Python and R is preferred.
Graphic Designer,Marketing and Creative,£32000,Bristol,"['Email Marketing', 'Analytics', 'Graphic Design']",Design visual assets for print and digital media. You must be proficient in design software such as Adobe Photoshop and Illustrator.
Insurance Underwriter,Administrative,£30000,Liverpool,"['Payroll Management', 'Leadership', 'Client Management']",Evaluate insurance applications and determine coverage terms. Assess risk factors and decide on policy approval and pricing.
Legal Assistant,Administrative,£27000,London,"['Recruitment', 'Communication', 'HR Information Systems']",Provide administrative support to legal teams and assist with legal research and document preparation
Operations Manager,Finance and Business,£34000,Manchester,"['Financial Reporting', 'Analytical Skills', 'Quantitative Analysis']","Oversee daily operations of the organisation, ensuring efficiency and effectiveness to streamline processes."
Graphic Designer,Marketing and Creative,£33000,Cambridge,"['Graphic Design', 'Analytics', 'Content Management Systems']",Design visual assets for print and digital media. You must be proficient in design software such as Adobe Photoshop and Illustrator.
IT Support Specialist,Technology and Data,£27000,Manchester,"['SQL', 'Data Analysis', 'Data Warehousing']",You will have to provide technical support and troubleshooting for hardware and software issues.
Sales Executive,Marketing and Creative,£21000,Newcastle,"['Social Media Marketing', 'Market Research', 'PPC Advertising']",Must be able to develop and execute sales strategies to meet business objectives.
Civil Engineer,Engineering and Science,£23000,Leeds,"['Mechanical Design', 'Research Methodology', 'Simulation Software']","Design and oversee construction projects such as roads and bridges, ensuring compliance with safety regulations and environmental standards."
Audit Associate,Finance and Business,£34000,Leeds,"['Financial Modeling', 'Financial Forecasting', 'Financial Analysis']",Perform internal audits to ensure compliance with regulations and standards. You will also be able to review financial records and assess internal controls.
Business Analyst,Finance and Business,£28000,Liverpool,"['Financial Reporting', 'Risk Assessment', 'Business Strategy']",Identify business needs and develop solutions to enhance processes and operations.
Marketing Executive,Marketing and Creative,£23000,Liverpool,"['Content Management Systems', 'Content Creation', 'Market Research']","Plan and execute marketing campaigns to promote products and services, through analysing market trends and tracking campaign performance."
Teacher,Administrative,£23000,London,"['Talent Acquisition', 'Training and Development', 'Office Management']","Plan and deliver educational lessons to students. You will develop lesson plans, assess student performance, and provide effective feedback."
Investment Banking Analyst,Finance and Business,£33000,London,"['Financial Modeling', 'Business Strategy', 'Excel']",You will assist in the evaluation of investment opportunities and financial transactions. You must also be proficient in conducting market research and financial modeling.
Event Coordinator,Marketing and Creative,£21000,Bristol,"['Email Marketing', 'Graphic Design', 'Content Creation']","Plan and execute events, ensuring all aspects run smoothly, managing event logistics and budgets."
Technical Support Engineer,Technology and Data,£26000,London,"['JavaScript', 'Big Data Technologies', 'Data Warehousing']","You should be able to diagnose and resolve technical issues, providing support to clients and customers."
Business Analyst,Finance and Business,£22000,Manchester,"['Budgeting', 'Project Management', 'Reporting']",Identify business needs and develop solutions to enhance processes and operations.
Logistics Coordinator,Administrative,£27000,Liverpool,"['Client Management', 'Onboarding', 'Organisational Skills']",Manage logistics and supply chain operations through coordinating shipments and tracking inventory.
Social Media Manager,Marketing and Creative,£31000,Leeds,"['Content Creation', 'Analytics', 'Social Media Marketing']","Manage social media accounts and create content to engage with followers, and also analyse social media metrics and develop strategies for growth."
Corporate Finance Analyst,Finance and Business,£26000,Liverpool,"['Regulatory Compliance', 'Financial Forecasting', 'Bookkeeping']","Support corporate finance activities including budgeting, forecasting, and financial planning."
Social Media Manager,Marketing and Creative,£22000,Liverpool,"['Content Creation', 'Google Analytics', 'Digital Marketing']","Manage social media accounts and create content to engage with followers, and also analyse social media metrics and develop strategies for growth."
Mechanical Engineer,Engineering and Science,£31000,Birmingham,"['Simulation Software', 'Product Development', 'CAD Software']","Design machinery and equipment, and troubleshoot engineering issues."
Public Relations Officer,Marketing and Creative,£27000,London,"['Adobe Creative Suite', 'PPC Advertising', 'Brand Strategy']",Manage public relations activities to promote and protect the organisation's image with varying strategies.
Recruitment Consultant,Administrative,£23000,Nottingham,"['Communication', 'Organisational Skills', 'HR Information Systems']","Manage the recruitment process to attract and hire top talent. Develop job descriptions, screen candidates, and conduct interviews."
Insurance Underwriter,Administrative,£32000,Manchester,"['Recruitment', 'Conflict Resolution', 'Leadership']",Evaluate insurance applications and determine coverage terms. Assess risk factors and decide on policy approval and pricing.
Sales Executive,Marketing and Creative,£25000,Manchester,"['Campaign Management', 'Content Creation', 'User Research']",Must be able to develop and execute sales strategies to meet business objectives.
Management Consultant,Administrative,£26000,Liverpool,"['Client Management', 'HR Information Systems', 'Training and Development']",Analyse organisational practices and develop strategies to improve efficiency and effectiveness; then be able to provide recommendations for business improvements.
Nurse,Administrative,£20000,London,"['Organisational Skills', 'Office Management', 'Conflict Resolution']","Provide medical care and support to patients. Duties include conducting medical assessments, administering treatments, and collaborating with healthcare professionals."
Logistics Coordinator,Administrative,£26000,Leeds,"['Communication', 'Office Management', 'Performance Appraisal Systems']",Manage logistics and supply chain operations through coordinating shipments and tracking inventory.
Logistics Coordinator,Administrative,£26000,Nottingham,"['Talent Acquisition', 'Office Management', 'Employee Relations']",Manage logistics and supply chain operations through coordinating shipments and tracking inventory.
Marketing Executive,Marketing and Creative,£21000,Birmingham,"['Google Analytics', 'Email Marketing', 'Graphic Design']","Plan and execute marketing campaigns to promote products and services, through analysing market trends and tracking campaign performance."
Financial Analyst,Finance and Business,£20000,Manchester,"['Quantitative Analysis', 'Business Strategy', 'Financial Modeling']","Analyse financial data and create reports to support business decisions, and then develop financial models and forecasts to assess performance."
UI Designer,Technology and Data,£29000,Liverpool,"['Machine Learning', 'Python Programming', 'SQL']","Create user-friendly interfaces and enhance user experience for websites and applications, expertise in design tools like Sketch and Adobe XD is necessaary."
Web Developer,Technology and Data,£25000,Sheffield,"['Cloud Computing', 'ETL', 'JavaScript']","Build and maintain websites and web applications. You will have to be proficient in HTML, CSS and JavaScript."
Business Development Executive,Finance and Business,£25000,Sheffield,"['Financial Analysis', 'Quantitative Analysis', 'Regulatory Compliance']","Identify and develop new business opportunities to drive growth, and build relationships with clients and partners to expand the business."
Recruitment Consultant,Administrative,£28000,Manchester,"['HR Information Systems', 'Recruitment', 'Employee Relations']","Manage the recruitment process to attract and hire top talent. Develop job descriptions, screen candidates, and conduct interviews."
Quantity Surveyor,Engineering and Science,£32000,Leeds,"['Lab Techniques', 'Engineering Design', 'Data Analysis']","Manage costs and budgets for construction projects. Conduct cost estimation, financial reporting, and contract administration."
Engineering Graduate,Engineering and Science,£29000,Newcastle,"['Statistical Analysis', 'Engineering Design', 'Mechanical Design']",Assist in engineering projects and gain hands-on experience by supporting senior engineers in design and testing.
Audit Associate,Finance and Business,£35000,Nottingham,"['Financial Modeling', 'Financial Forecasting', 'Excel']",Perform internal audits to ensure compliance with regulations and standards. You will also be able to review financial records and assess internal controls.
Public Relations Officer,Marketing and Creative,£24000,Sheffield,"['PPC Advertising', 'Email Marketing', 'Analytics']",Manage public relations activities to promote and protect the organisation's image with varying strategies.
Legal Assistant,Administrative,£29000,Leeds,"['Performance Appraisal Systems', 'Recruitment', 'Training and Development']",Provide administrative support to legal teams and assist with legal research and document preparation
Web Developer,Technology and Data,£21000,Cambridge,"['SQL', 'APIs', 'Data Warehousing']","Build and maintain websites and web applications. You will have to be proficient in HTML, CSS and JavaScript."
Human Resources Assistant,Administrative,£31000,Sheffield,"['Onboarding', 'Client Management', 'Compliance Management']","Support HR functions including recruitment, employee relations, and record-keeping."
Risk Analyst,Finance and Business,£21000,Nottingham,"['Excel', 'Risk Assessment', 'Market Research']",You must be able to identify and assess potential risks to the organisation.
Marketing Executive,Marketing and Creative,£23000,Liverpool,"['Content Creation', 'Content Management Systems', 'Market Research']","Plan and execute marketing campaigns to promote products and services, through analysing market trends and tracking campaign performance."
Risk Analyst,Finance and Business,£27000,Cambridge,"['Quantitative Analysis', 'Market Research', 'Financial Forecasting']",You must be able to identify and assess potential risks to the organisation.
Biomedical Scientist,Engineering and Science,£31000,Bristol,"['Statistical Analysis', 'Mechanical Design', 'Project Management Software']",Conduct research and analyse biological samples to support medical and clinical studies.
Audit Associate,Finance and Business,£27000,Birmingham,"['Financial Analysis', 'Quantitative Analysis', 'Reporting']",Perform internal audits to ensure compliance with regulations and standards. You will also be able to review financial records and assess internal controls.
Product Designer,Marketing and Creative,£32000,Newcastle,"['Content Management Systems', 'Email Marketing', 'SEO Optimisation']","Design and develop new products, from concept to production. You will work on product specifications and testing."
Logistics Coordinator,Administrative,£26000,Nottingham,"['Payroll Management', 'Office Management', 'Onboarding']",Manage logistics and supply chain operations through coordinating shipments and tracking inventory.
Biomedical Scientist,Engineering and Science,£22000,Birmingham,"['Regulatory Compliance', 'Prototyping', 'Mechanical Design']",Conduct research and analyse biological samples to support medical and clinical studies.
Pharmaceutical Sales Representative,Engineering and Science,£21000,Manchester,"['Simulation Software', 'Statistical Analysis', 'Finite Element Analysis']",Promote and sell pharmaceutical products to healthcare professionals by providing product information and building relationships with clients.
Mechanical Engineer,Engineering and Science,£21000,Birmingham,"['Technical Writing', 'Research Methodology', 'Finite Element Analysis']","Design machinery and equipment, and troubleshoot engineering issues."
Teacher,Administrative,£24000,Sheffield,"['Talent Acquisition', 'Payroll Management', 'Communication']","Plan and deliver educational lessons to students. You will develop lesson plans, assess student performance, and provide effective feedback."
Data Analyst,Technology and Data,£30000,Leeds,"['Data Analysis', 'Big Data Technologies', 'SQL']","Analyse and interpret complex data sets to help organisations make informed decisions, utilising tools like SQL and other data sorting software."
UI Designer,Technology and Data,£22000,Cambridge,"['Data Visualisation', 'Data Analysis', 'SQL']","Create user-friendly interfaces and enhance user experience for websites and applications, expertise in design tools like Sketch and Adobe XD is necessaary."
Web Developer,Technology and Data,£33000,Cambridge,"['Machine Learning', 'Cloud Computing', 'JavaScript']","Build and maintain websites and web applications. You will have to be proficient in HTML, CSS and JavaScript."
Graphic Designer,Marketing and Creative,£33000,Nottingham,"['Content Management Systems', 'Graphic Design', 'Adobe Creative Suite']",Design visual assets for print and digital media. You must be proficient in design software such as Adobe Photoshop and Illustrator.
Insurance Underwriter,Administrative,£34000,Newcastle,"['Communication', 'Talent Acquisition', 'Employee Relations']",Evaluate insurance applications and determine coverage terms. Assess risk factors and decide on policy approval and pricing.
Mechanical Engineer,Engineering and Science,£34000,Bristol,"['CAD Software', 'Data Analysis', 'Mechanical Design']","Design machinery and equipment, and troubleshoot engineering issues."
Data Analyst,Technology and Data,£31000,Leeds,"['APIs', 'Data Analysis', 'SQL']","Analyse and interpret complex data sets to help organisations make informed decisions, utilising tools like SQL and other data sorting software."
Business Analyst,Finance and Business,£20000,Leeds,"['Financial Modeling', 'Market Research', 'Financial Forecasting']",Identify business needs and develop solutions to enhance processes and operations.
Health and Safety Advisor,Engineering and Science,£22000,Leeds,"['Research Methodology', 'Prototyping', 'Simulation Software']",Develop and implement health and safety policies; conducting risk assessments and ensuring compliance with safety regulations.
Human Resources Assistant,Administrative,£23000,Bristol,"['Performance Appraisal Systems', 'Talent Acquisition', 'Organisational Skills']","Support HR functions including recruitment, employee relations, and record-keeping."
Financial Analyst,Finance and Business,£26000,Leeds,"['Financial Analysis', 'Reporting', 'Project Management']","Analyse financial data and create reports to support business decisions, and then develop financial models and forecasts to assess performance."
Content Writer,Marketing and Creative,£22000,Liverpool,"['PPC Advertising', 'Google Analytics', 'Social Media Marketing']","Create engaging written content for various platforms, including blogs, websites, and various social media platforms."
Investment Banking Analyst,Finance and Business,£30000,Cambridge,"['Risk Assessment', 'Regulatory Compliance', 'Reporting']",You will assist in the evaluation of investment opportunities and financial transactions. You must also be proficient in conducting market research and financial modeling.
Teacher,Administrative,£21000,Bristol,"['Leadership', 'Payroll Management', 'Recruitment']","Plan and deliver educational lessons to students. You will develop lesson plans, assess student performance, and provide effective feedback."
Software Developer,Technology and Data,£30000,London,"['Big Data Technologies', 'Cloud Computing', 'SQL']","Develop and maintain software applications and systems, and write clean code in languages such as Python and JavaScript."
Social Media Manager,Marketing and Creative,£26000,London,"['Digital Marketing', 'Graphic Design', 'Content Creation']","Manage social media accounts and create content to engage with followers, and also analyse social media metrics and develop strategies for growth."
Web Developer,Technology and Data,£32000,Birmingham,"['Version Control', 'Data Warehousing', 'SQL']","Build and maintain websites and web applications. You will have to be proficient in HTML, CSS and JavaScript."
Business Analyst,Finance and Business,£23000,London,"['Analytical Skills', 'Project Management', 'Budgeting']",Identify business needs and develop solutions to enhance processes and operations.
Nurse,Administrative,£35000,Manchester,"['Talent Acquisition', 'Communication', 'Recruitment']","Provide medical care and support to patients. Duties include conducting medical assessments, administering treatments, and collaborating with healthcare professionals."
Human Resources Assistant,Administrative,£28000,Birmingham,"['Performance Appraisal Systems', 'Training and Development', 'Compliance Management']","Support HR functions including recruitment, employee relations, and record-keeping."
Supply Chain Analyst,Finance and Business,£29000,Birmingham,"['Regulatory Compliance', 'Quantitative Analysis', 'Project Management']",You will be asked to analyse and optimise supply chain processes to improve efficiency and reduce costs.
Financial Analyst,Finance and Business,£31000,Manchester,"['Business Strategy', 'Excel', 'Project Management']","Analyse financial data and create reports to support business decisions, and then develop financial models and forecasts to assess performance."
Systems Analyst,Technology and Data,£20000,Cambridge,"['Data Visualisation', 'Django', 'Data Analysis']",Evaluate and improve computer systems to enhance efficiency.
Engineering Graduate,Engineering and Science,£21000,Manchester,"['Data Analysis', 'Problem Solving', 'Technical Writing']",Assist in engineering projects and gain hands-on experience by supporting senior engineers in design and testing.
Data Scientist,Technology and Data,£34000,Bristol,"['SQL', 'Big Data Technologies', 'Data Analysis']",Apply statistical analysis and machine learning techniques to interpret data and provide actionable insights. Experience with tools such as Python and R is preferred.
Corporate Finance Analyst,Finance and Business,£31000,Manchester,"['Risk Assessment', 'Bookkeeping', 'Quantitative Analysis']","Support corporate finance activities including budgeting, forecasting, and financial planning."
Technical Support Engineer,Technology and Data,£22000,Nottingham,"['Big Data Technologies', 'Docker', 'Machine Learning']","You should be able to diagnose and resolve technical issues, providing support to clients and customers."
Systems Analyst,Technology and Data,£35000,Sheffield,"['Big Data Technologies', 'Data Visualisation', 'Python Programming']",Evaluate and improve computer systems to enhance efficiency.
Event Coordinator,Marketing and Creative,£25000,Sheffield,"['SEO Optimisation', 'Graphic Design', 'Market Research']","Plan and execute events, ensuring all aspects run smoothly, managing event logistics and budgets."
Graphic Designer,Marketing and Creative,£34000,Bristol,"['PPC Advertising', 'Email Marketing', 'Analytics']",Design visual assets for print and digital media. You must be proficient in design software such as Adobe Photoshop and Illustrator.
Logistics Coordinator,Administrative,£27000,Liverpool,"['Performance Appraisal Systems', 'Employee Relations', 'Onboarding']",Manage logistics and supply chain operations through coordinating shipments and tracking inventory.
Public Relations Officer,Marketing and Creative,£28000,Leeds,"['Market Research', 'Content Management Systems', 'Google Analytics']",Manage public relations activities to promote and protect the organisation's image with varying strategies.
Public Relations Officer,Marketing and Creative,£34000,Sheffield,"['Digital Marketing', 'Email Marketing', 'PPC Advertising']",Manage public relations activities to promote and protect the organisation's image with varying strategies.
Event Coordinator,Marketing and Creative,£32000,Nottingham,"['User Research', 'Brand Strategy', 'Market Research']","Plan and execute events, ensuring all aspects run smoothly, managing event logistics and budgets."
Human Resources Assistant,Administrative,£23000,London,"['Organisational Skills', 'Conflict Resolution', 'Training and Development']","Support HR functions including recruitment, employee relations, and record-keeping."
Civil Engineer,Engineering and Science,£27000,Birmingham,"['CAD Software', 'Research Methodology', 'Data Analysis']","Design and oversee construction projects such as roads and bridges, ensuring compliance with safety regulations and environmental standards."
Biomedical Scientist,Engineering and Science,£25000,Birmingham,"['Mechanical Design', 'Research Methodology', 'Prototyping']",Conduct research and analyse biological samples to support medical and clinical studies.
Pharmaceutical Sales Representative,Engineering and Science,£25000,Cambridge,"['Problem Solving', 'Lab Techniques', 'Finite Element Analysis']",Promote and sell pharmaceutical products to healthcare professionals by providing product information and building relationships with clients.
Recruitment Consultant,Administrative,£31000,Bristol,"['Payroll Management', 'Talent Acquisition', 'Onboarding']","Manage the recruitment process to attract and hire top talent. Develop job descriptions, screen candidates, and conduct interviews."
Legal Assistant,Administrative,£30000,London,"['Office Management', 'Employee Relations', 'Training and Development']",Provide administrative support to legal teams and assist with legal research and document preparation
Systems Analyst,Technology and Data,£34000,Nottingham,"['Big Data Technologies', 'ETL', 'Python Programming']",Evaluate and improve computer systems to enhance efficiency.
Data Analyst,Technology and Data,£28000,London,"['Problem Solving', 'Django', 'Cloud Computing']","Analyse and interpret complex data sets to help organisations make informed decisions, utilising tools like SQL and other data sorting software."
Technical Support Engineer,Technology and Data,£24000,Nottingham,"['Data Visualisation', 'Big Data Technologies', 'APIs']","You should be able to diagnose and resolve technical issues, providing support to clients and customers."
Software Developer,Technology and Data,£27000,London,"['Docker', 'Machine Learning', 'Data Visualisation']","Develop and maintain software applications and systems, and write clean code in languages such as Python and JavaScript."
Investment Banking Analyst,Finance and Business,£23000,Newcastle,"['Project Management', 'Financial Forecasting', 'Quantitative Analysis']",You will assist in the evaluation of investment opportunities and financial transactions. You must also be proficient in conducting market research and financial modeling.
Quantity Surveyor,Engineering and Science,£28000,Bristol,"['Engineering Design', 'Problem Solving', 'Prototyping']","Manage costs and budgets for construction projects. Conduct cost estimation, financial reporting, and contract administration."
Research Scientist,Engineering and Science,£32000,London,"['Data Analysis', 'Technical Writing', 'Engineering Design']",Conduct experiments and analyse data to advance scientific knowledge. You must be specialised in areas such as biology or physics.
Management Consultant,Administrative,£29000,Manchester,"['HR Information Systems', 'Client Management', 'Recruitment']",Analyse organisational practices and develop strategies to improve efficiency and effectiveness; then be able to provide recommendations for business improvements.
Operations Manager,Finance and Business,£29000,Cambridge,"['Risk Assessment', 'Financial Modeling', 'Financial Forecasting']","Oversee daily operations of the organisation, ensuring efficiency and effectiveness to streamline processes."
Business Development Executive,Finance and Business,£25000,Birmingham,"['Regulatory Compliance', 'Financial Reporting', 'Financial Analysis']","Identify and develop new business opportunities to drive growth, and build relationships with clients and partners to expand the business."
Customer Service Manager,Administrative,£32000,Newcastle,"['Payroll Management', 'Onboarding', 'Performance Appraisal Systems']",Oversee customer service operations to ensure high customer satisfaction. Manage customer service teams and resolve escalated issues.
Civil Engineer,Engineering and Science,£26000,Bristol,"['Finite Element Analysis', 'CAD Software', 'Simulation Software']","Design and oversee construction projects such as roads and bridges, ensuring compliance with safety regulations and environmental standards."
Legal Assistant,Administrative,£21000,Nottingham,"['Communication', 'Performance Appraisal Systems', 'Payroll Management']",Provide administrative support to legal teams and assist with legal research and document preparation
Biomedical Scientist,Engineering and Science,£29000,Liverpool,"['Project Management Software', 'Finite Element Analysis', 'Problem Solving']",Conduct research and analyse biological samples to support medical and clinical studies.
Recruitment Consultant,Administrative,£32000,Liverpool,"['Compliance Management', 'Payroll Management', 'Employee Relations']","Manage the recruitment process to attract and hire top talent. Develop job descriptions, screen candidates, and conduct interviews."
Human Resources Assistant,Administrative,£30000,Sheffield,"['Performance Appraisal Systems', 'Communication', 'Client Management']","Support HR functions including recruitment, employee relations, and record-keeping."
